name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Sacred Heart Sch...,4.4,(57 Reviews),Private,"Yankton,SD (US) + 21 more",51-200 Employees (India),
Orbit Technologi...,3.1,(57 Reviews),Private,Hyderabad + 16 more,28 years old,51-200 Employees (India)
Mothercare,4.0,(57 Reviews),Public,Watford + 18 more,62 years old,51-200 Employees (India)
Reinforced Earth,3.9,(57 Reviews),Private,Rueil-Malmaison + 7 more,17 years old,201-500 Employees (India)
ITM,3.3,(57 Reviews),Private,"Munich,Bavaria + 24 more",32 years old,5k-10k Employees (India)
Golden Tulip Cha...,3.9,(57 Reviews),Private,Puteaux + 13 more,61 years old,11-50 Employees (India)
SembCorp,3.8,(57 Reviews),Public,Singapore + 9 more,25 years old,501-1k Employees (India)
Cenduit India Se...,3.8,(57 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
Alexis Multispec...,4.5,(57 Reviews),Nagpur,13 years old,201-500 Employees (India),
Ktl,4.0,(57 Reviews),Private,New Delhi + 5 more,40 years old,51-200 Employees (India)
Y-TEC,4.1,(57 Reviews),Alwar + 5 more,70 years old,51-200 Employees (India),
Eicher,4.0,(57 Reviews),"Delhi/NCR,New Delhi + 26 more",75 years old,501-1k Employees (India),
Insta Exhibition,3.2,(57 Reviews),Private,Mumbai + 5 more,20 years old,201-500 Employees (India)
Gits Food Produc...,3.5,(57 Reviews),Private,Mumbai + 18 more,60 years old,201-500 Employees (India)
Ray Internationa...,3.5,(57 Reviews),Private,Muscat + 4 more,18 years old,501-1k Employees (India)
Happy Forging,3.7,(57 Reviews),Public,Ludhiana,44 years old,1k-5k Employees (India)
CONFIANCE BIZSOL,3.4,(57 Reviews),"Ahmedabad,Gujarat",6 years old,51-200 Employees (India),
International Ce...,3.9,(57 Reviews),Gurugram + 1 more,17 years old,201-500 Employees (India),
Triveni Almirah,3.6,(57 Reviews),"Noida,Uttar Pradesh + 7 more",23 years old,51-200 Employees (India),
Ujala Credit Co-...,4.5,(57 Reviews),Public,New Delhi + 22 more,11 years old,51-200 Employees (India)
Sunstar Precisio...,4.1,(57 Reviews),Greater Noida + 2 more,18 years old,,
Suryalakshmi Cot...,3.4,(57 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",61 years old,501-1k Employees (India)
Contacare Eye Ho...,3.0,(57 Reviews),Thane + 16 more,36 years old,201-500 Employees (Global),
The Irish House,4.5,(57 Reviews),Private,"Mumbai,Maharashtra + 8 more",12 years old,1k-5k Employees (Global)
Volansys Technol...,3.8,(57 Reviews),Private,"Santa Clara,California",15 years old,201-500 Employees (India)
Saffron Lifestyl...,4.2,(57 Reviews),Private,Ahmedabad + 10 more,26 years old,51-200 Employees (India)
Any wear,3.9,(57 Reviews),Mumbai + 21 more,1-10 Employees (Global),,
ACS Technologies,3.7,(57 Reviews),Private,Hyderabad + 10 more,43 years old,51-200 Employees (India)
Hand In Hand,4.2,(57 Reviews),NGO/NPO,Chennai + 12 more,21 years old,51-200 Employees (India)
Father Muller Me...,4.4,(57 Reviews),Mangaluru + 1 more,143 years old,1k-5k Employees (India),
Neotia Getwel He...,4.1,(57 Reviews),Siliguri + 3 more,21 years old,11-50 Employees (India),
Thriveni Sainik ...,4.1,(57 Reviews),Private,Hazaribagh + 5 more,8 years old,51-200 Employees (India)
S & T Engineers ...,4.2,(57 Reviews),Private,"Coimbatore,Tamil Nadu + 8 more",27 years old,501-1k Employees (India)
Srinivasa Farms,4.1,(57 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",58 years old,1k-5k Employees (India)
Rij Engineering,3.8,(57 Reviews),Private,Pune,32 years old,51-200 Employees (India)
Anand Rathi Info...,3.3,(57 Reviews),Private,Jodhpur + 1 more,29 years old,201-500 Employees (Global)
Feedback Power O...,4.0,(57 Reviews),Private,Hyderabad + 7 more,12 years old,51-200 Employees (India)
Business Octane ...,3.0,(57 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",16 years old,51-200 Employees (India)
Damas Jewellery,4.2,(57 Reviews),Dubai + 7 more,116 years old,1k-5k Employees (Global),
Continental Tyre...,3.9,(57 Reviews),Private,Bhopal + 10 more,31 years old,
Boutique Interna...,3.7,(57 Reviews),Noida + 10 more,40 years old,51-200 Employees (India),
Kazstroy Service...,3.5,(57 Reviews),Private,Almaty + 8 more,22 years old,10k-50k Employees (Global)
Consultancy Serv...,4.2,(57 Reviews),Private,Rajkot + 21 more,13 years old,11-50 Employees (India)
MES,4.0,(57 Reviews),Private,Rockville + 21 more,31 years old,
Reliance Lifesty...,4.4,(57 Reviews),Public,"Bombay,maharashtra + 16 more",50 years old,51-200 Employees (India)
Ambrane India,3.9,(57 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",11 years old,201-500 Employees (India)
Great White Glob...,4.1,(57 Reviews),Private,Mumbai + 13 more,60 years old,201-500 Employees (India)
Unique Enterpris...,3.7,(57 Reviews),Private,New Delhi + 16 more,25 years old,11-50 Employees (India)
Sun Pharma Advan...,4.2,(57 Reviews),Public,Mumbai + 8 more,17 years old,201-500 Employees (India)
Kaivalya Educati...,4.0,(57 Reviews),Private,Ahmedabad + 16 more,15 years old,201-500 Employees (Global)
Father Muller Me...,4.4,(57 Reviews),Mangaluru + 1 more,143 years old,1k-5k Employees (India),
KRG Technologies,3.9,(57 Reviews),Private,Valencia + 1 more,20 years old,201-500 Employees (India)
Triveni Almirah,3.6,(57 Reviews),"Noida,Uttar Pradesh + 7 more",23 years old,51-200 Employees (India),
Stashfin,3.2,(57 Reviews),Private,"Delhi,NCT + 10 more",7 years old,11-50 Employees (India)
Feedback Power O...,4.0,(57 Reviews),Private,Hyderabad + 7 more,12 years old,51-200 Employees (India)
Zydus Takeda Hea...,4.3,(57 Reviews),Private,Tokyo + 1 more,242 years old,51-200 Employees (India)
Ergos Life Scien...,3.8,(57 Reviews),Private,Mumbai + 13 more,6 years old,51-200 Employees (India)
Insta Exhibition,3.2,(57 Reviews),Private,Mumbai + 5 more,20 years old,201-500 Employees (India)
Sunstar Precisio...,4.1,(57 Reviews),Greater Noida + 2 more,18 years old,,
Contacare Eye Ho...,3.0,(57 Reviews),Thane + 16 more,36 years old,201-500 Employees (Global),
The Irish House,4.5,(57 Reviews),Private,"Mumbai,Maharashtra + 8 more",12 years old,1k-5k Employees (Global)
Cenduit India Se...,3.8,(57 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
Gits Food Produc...,3.5,(57 Reviews),Private,Mumbai + 18 more,60 years old,201-500 Employees (India)
Suryalakshmi Cot...,3.4,(57 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",61 years old,501-1k Employees (India)
ACS Technologies,3.7,(57 Reviews),Private,Hyderabad + 10 more,43 years old,51-200 Employees (India)
Hand In Hand,4.2,(57 Reviews),NGO/NPO,Chennai + 12 more,21 years old,51-200 Employees (India)
Any wear,3.9,(57 Reviews),Mumbai + 21 more,1-10 Employees (Global),,
Transport Soluti...,3.4,(57 Reviews),Private,Mumbai + 8 more,23 years old,51-200 Employees (India)
Sanathan Textile...,4.4,(57 Reviews),Mumbai + 4 more,22 years old,201-500 Employees (India),
Creditas Solutio...,3.6,(57 Reviews),Private,"Gurgaon,Haryana",8 years old,201-500 Employees (India)
Azadea Group,4.4,(57 Reviews),Beirut + 8 more,45 years old,10k-50k Employees (Global),
Happy Forging,3.7,(57 Reviews),Public,Ludhiana,44 years old,1k-5k Employees (India)
The Jain Interna...,4.1,(57 Reviews),Bengaluru + 11 more,33 years old,51-200 Employees (India),
Virgo Group,3.8,(57 Reviews),"Chandigarh,Chandigarh + 17 more",30 years old,1k-5k Employees (India),
Hindustan Compos...,3.4,(57 Reviews),Public,Mumbai + 7 more,59 years old,501-1k Employees (India)
Ktl,4.0,(57 Reviews),Private,New Delhi + 5 more,40 years old,51-200 Employees (India)
Irvine Infocom,3.5,(57 Reviews),Private,"New Delhi,Delhi + 1 more",7 years old,201-500 Employees (Global)
Sujan Cooper Sta...,3.9,(57 Reviews),Pune + 5 more,51-200 Employees (India),,
24seven,4.5,(57 Reviews),New Delhi + 9 more,51-200 Employees (India),,
Kider india,3.4,(57 Reviews),Pune,15 years old,501-1k Employees (India),
Dhanuka Laborato...,3.9,(57 Reviews),Private,Delhi + 5 more,201-500 Employees (India),
SUDlife,4.3,(57 Reviews),Public,Mumbai + 31 more,14 years old,1k-5k Employees (Global)
St. Paul's Schoo...,3.7,(57 Reviews),Private,"Hazārībāg,jharkhand + 20 more",11-50 Employees (India),
Xerago E-Biz Ser...,3.8,(57 Reviews),Private,Foster City + 1 more,21 years old,201-500 Employees (India)
Onegene,3.5,(57 Reviews),Chennai + 2 more,,,
Sandip Foundatio...,3.7,(57 Reviews),Private,"Nasik/Nashik,Maharashtra + 6 more",18 years old,1k-5k Employees (India)
Deen Dayal Upadh...,4.6,(57 Reviews),New Delhi,53 years old,51-200 Employees (India),
Allied Jb Fricti...,4.2,(57 Reviews),Private,"Neemrana,Rajasthan",12 years old,51-200 Employees (India)
Teemage Precast ...,3.9,(57 Reviews),Tirupur + 4 more,12 years old,201-500 Employees (India),
Apollo Life,4.1,(57 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",15 years old,501-1k Employees (Global)
D Y Patil Hospit...,3.8,(57 Reviews),Private,"Mumbai,Maharashtra + 4 more",27 years old,11-50 Employees (India)
Ray Internationa...,3.5,(57 Reviews),Private,Muscat + 4 more,18 years old,501-1k Employees (India)
Alexis Multispec...,4.5,(57 Reviews),Nagpur,13 years old,201-500 Employees (India),
Etech,4.2,(57 Reviews),Private,Nacogdoches + 5 more,26 years old,1k-5k Employees (India)
Relevance Lab,3.8,(57 Reviews),Private,Singapore + 1 more,12 years old,201-500 Employees (India)
Lubi Electronics,4.4,(57 Reviews),Private,"Ahmedabad,Gujarat + 11 more",58 years old,1k-5k Employees (India)
Suguna Poultry F...,4.6,(57 Reviews),Coimbatore + 23 more,39 years old,,
Bandhan Financia...,3.7,(57 Reviews),Public,"Kolkata,West Bengal + 23 more",22 years old,10k-50k Employees (Global)
LARVOL,4.3,(57 Reviews),San Francisco + 7 more,19 years old,51-200 Employees (India),
Castex Technolog...,4.1,(57 Reviews),Public,New Delhi + 3 more,40 years old,201-500 Employees (India)
Bhagwan Mahaveer...,4.0,(57 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",48 years old,51-200 Employees (India)
Seinumero Nirman,3.7,(57 Reviews),Pune,31 years old,201-500 Employees (India),
Firstsource Labo...,3.9,(57 Reviews),Hyderabad + 10 more,12 years old,51-200 Employees (India),
Segula Technolog...,3.2,(57 Reviews),Private,Nanterre + 2 more,17 years old,201-500 Employees (India)
Mckinsey Knowled...,4.3,(57 Reviews),"Chennai,Tamil Nadu + 4 more",25 years old,1k-5k Employees (India),
LGB Forge,3.6,(57 Reviews),Public,"Coimbatore,Tamil Nadu + 4 more",17 years old,51-200 Employees (India)
Ardom Telecom,3.8,(57 Reviews),Gurgaon + 7 more,14 years old,,
Sterling Generat...,4.3,(57 Reviews),Mumbai + 9 more,28 years old,1k-5k Employees (India),
Utkal Automobile...,4.3,(57 Reviews),Bhubaneswar + 5 more,68 years old,201-500 Employees (India),
The Beer Cafe,3.7,(57 Reviews),Private,"Gurgaon,Haryana + 9 more",11 years old,201-500 Employees (India)
Harsha Abakus So...,4.5,(57 Reviews),Ahmedabad + 4 more,13 years old,51-200 Employees (India),
Sgt Medical Coll...,3.7,(57 Reviews),Private,Gurgaon + 4 more,13 years old,501-1k Employees (India)
Adhikar Microfin...,3.8,(57 Reviews),Private,Bhubaneswar + 9 more,19 years old,51-200 Employees (India)
Ptc Industries,3.9,(57 Reviews),Public,Lucknow + 2 more,60 years old,51-200 Employees (India)
Y-TEC,4.1,(57 Reviews),Alwar + 5 more,70 years old,51-200 Employees (India),
Srinivasa Farms,4.1,(57 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",58 years old,1k-5k Employees (India)
Rij Engineering,3.8,(57 Reviews),Private,Pune,32 years old,51-200 Employees (India)
Anand Rathi Info...,3.3,(57 Reviews),Private,Jodhpur + 1 more,29 years old,201-500 Employees (Global)
Thriveni Sainik ...,4.1,(57 Reviews),Private,Hazaribagh + 5 more,8 years old,51-200 Employees (India)
Auraine Botanica...,4.0,(57 Reviews),Private,Gurgaon + 4 more,9 years old,51-200 Employees (India)
Eicher,4.0,(57 Reviews),"Delhi/NCR,New Delhi + 26 more",75 years old,501-1k Employees (India),
Neotia Getwel He...,4.1,(57 Reviews),Siliguri + 3 more,21 years old,11-50 Employees (India),
Sms Integrated F...,3.8,(57 Reviews),Private,"Mumbai,Maharashtra + 15 more",55 years old,51-200 Employees (India)
S & T Engineers ...,4.2,(57 Reviews),Private,"Coimbatore,Tamil Nadu + 8 more",27 years old,501-1k Employees (India)
Vflyorions,4.4,(57 Reviews),11-50 Employees (India),,,
Vipul,4.2,(57 Reviews),Public,Gurgaon/Gurugram + 1 more,501-1k Employees (India),
International Ce...,3.9,(57 Reviews),Gurugram + 1 more,17 years old,201-500 Employees (India),
Amplifon,3.4,(57 Reviews),Private,"Milan,Milan + 17 more",73 years old,201-500 Employees (India)
Mizuho Bank,3.8,(57 Reviews),Private,Tokyo + 6 more,21 years old,501-1k Employees (India)
Orbit Technologi...,3.1,(57 Reviews),Private,Hyderabad + 16 more,28 years old,51-200 Employees (India)
Kaivalya Educati...,4.0,(57 Reviews),Private,Ahmedabad + 16 more,15 years old,201-500 Employees (Global)
Teemage Precast ...,3.9,(57 Reviews),Tirupur + 4 more,12 years old,201-500 Employees (India),
Apollo Life,4.1,(57 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",15 years old,501-1k Employees (Global)
D Y Patil Hospit...,3.8,(57 Reviews),Private,"Mumbai,Maharashtra + 4 more",27 years old,11-50 Employees (India)
BACentric,4.7,(57 Reviews),Hyderabad/Secunderabad + 1 more,11-50 Employees (India),,
VFISLK,4.0,(57 Reviews),Bengaluru/Bangalore + 2 more,1k-5k Employees (India),,
Niyo Solutions,3.8,(57 Reviews),Private,"Bangalore,Karnataka + 10 more",8 years old,201-500 Employees (India)
Ornate TechnoSer...,4.5,(57 Reviews),Private,"New Delhi,Delhi + 12 more",14 years old,51-200 Employees (India)
Vipul,4.2,(57 Reviews),Public,Gurgaon/Gurugram + 1 more,501-1k Employees (India),
Ice Mortgage Tec...,4.4,(57 Reviews),Public,"Atlanta,New York",23 years old,501-1k Employees (India)
Baoiam Innovatio...,4.8,(57 Reviews),Private,"New Delhi,Delhi + 3 more",2 years old,11-50 Employees (India)
Denso Kirloskar ...,3.8,(57 Reviews),Bengaluru/Bangalore + 1 more,,,
Vflyorions,4.4,(57 Reviews),11-50 Employees (India),,,
Chubb Group,4.0,(57 Reviews),Zurich + 1 more,38 years old,501-1k Employees (India),
Ashv Finance,4.5,(57 Reviews),Mumbai + 19 more,51-200 Employees (India),,
Zypp Electric,4.0,(57 Reviews),Private,"Gurgaon,Haryana",6 years old,201-500 Employees (India)
Gainwell CAT,4.3,(57 Reviews),Kolkata + 15 more,501-1k Employees (India),,
Dr. Mehta's Hosp...,4.7,(57 Reviews),Private,Chennai + 2 more,90 years old,201-500 Employees (Global)
Inlead Electroni...,3.7,(57 Reviews),"Shenzhen,Guangdong + 17 more",19 years old,10k-50k Employees (India),
GRAVEIENS EDUSER...,3.9,(57 Reviews),"Noida,Uttar Pradesh + 4 more",6 years old,1-10 Employees (India),
KPI Partners,4.3,(57 Reviews),Private,"Newark,CA + 2 more",17 years old,51-200 Employees (India)
Omnicom Media Gr...,3.6,(57 Reviews),Private,"New York,New York + 5 more",50 years old,201-500 Employees (India)
JP Associates,4.0,(1.6k Reviews),Private,Leesburg + 16 more,11-50 Employees (Global),
Cytecare Cancer ...,4.2,(56 Reviews),Private,"Bangalore,Karnataka",9 years old,201-500 Employees (India)
Sleepwell,4.0,(56 Reviews),Private,Noida + 22 more,52 years old,201-500 Employees (India)
Bharat Hotels,3.9,(56 Reviews),"Delhi/NCR,New Delhi + 7 more",42 years old,51-200 Employees (India),
Hydac,3.4,(56 Reviews),Sulzbach + 8 more,60 years old,51-200 Employees (India),
Crisp System,4.5,(56 Reviews),Private,Coimbatore + 7 more,27 years old,11-50 Employees (Global)
Government of Ha...,4.0,(56 Reviews),Private,Chandigarh + 18 more,57 years old,10k-50k Employees (India)
MSG Global Solut...,3.5,(56 Reviews),Private,"Regensdorf,Zurich",15 years old,201-500 Employees (India)
Delhi Developmen...,4.2,(56 Reviews),Private,New Delhi + 1 more,66 years old,1k-5k Employees (India)
Hotel The Royal ...,3.4,(56 Reviews),Private,New Delhi + 2 more,54 years old,501-1k Employees (Global)
Brennan IT,3.5,(56 Reviews),Private,"Mumbai,Maharashtra + 1 more",26 years old,201-500 Employees (India)
Dhruv Globals,4.1,(56 Reviews),Public,Faridabad + 2 more,23 years old,51-200 Employees (India)
MResult Services,4.1,(56 Reviews),Private,"Mystic,Connecticut + 2 more",19 years old,501-1k Employees (India)
Naiknavare Devel...,3.6,(56 Reviews),Private,"Pune,Maharashtra + 1 more",37 years old,201-500 Employees (India)
Computer Generat...,3.3,(56 Reviews),Private,New York + 2 more,39 years old,201-500 Employees (India)
Ascentrik Resear...,1.5,(56 Reviews),Private,"Mumbai,Maharashtra + 2 more",13 years old,201-500 Employees (India)
Applied Solar Te...,4.2,(56 Reviews),Private,"Noida,Uttar Pradesh + 7 more",15 years old,51-200 Employees (India)
Getronics,4.5,(56 Reviews),Private,"Amsterdam,North Holland + 6 more",136 years old,201-500 Employees (India)
MG Automotives,3.9,(56 Reviews),Zahirabad + 8 more,43 years old,501-1k Employees (India),
Sagar Ratna Rest...,3.2,(56 Reviews),Private,New Delhi + 5 more,37 years old,501-1k Employees (India)
Zifo RnD Solutio...,4.4,(56 Reviews),Private,"Chennai,Tamil Nadu",15 years old,201-500 Employees (India)
Magnum Mi Steel,3.9,(56 Reviews),Bawal + 3 more,21 years old,51-200 Employees (India),
Anabond,4.2,(56 Reviews),Chennai + 6 more,44 years old,501-1k Employees (India),
Gp Petroleums,4.2,(56 Reviews),Public,Mumbai + 11 more,40 years old,201-500 Employees (India)
Morpheus Human C...,4.7,(56 Reviews),Private,"Mumbai,Maharashtra + 5 more",18 years old,11-50 Employees (India)
Yahoo,4.4,(56 Reviews),Private,Sunnyvale + 2 more,21 years old,501-1k Employees (India)
Netcon Technolog...,4.3,(56 Reviews),Private,"Coimbatore,Tamil Nadu + 7 more",16 years old,201-500 Employees (India)
Pradot Technolog...,4.2,(56 Reviews),Private,"Indianapolis,Indiana + 2 more",24 years old,501-1k Employees (India)
Kankei,4.4,(56 Reviews),Private,"Mumbai,Maharashtra + 2 more",25 years old,501-1k Employees (India)
Amol Pharmaceuti...,4.3,(56 Reviews),Private,North Brunswick + 1 more,27 years old,51-200 Employees (India)
Lakshmi Ring Tra...,4.0,(56 Reviews),Private,Coimbatore,49 years old,201-500 Employees (India)
HUCON Solutions,3.9,(56 Reviews),Private,Secunderabad + 1 more,15 years old,51-200 Employees (Global)
Continental Carb...,3.9,(56 Reviews),Private,Ghaziabad + 2 more,23 years old,201-500 Employees (India)
Srijan Technolog...,4.5,(56 Reviews),Private,"Delhi/NCR,Delhi + 7 more",21 years old,201-500 Employees (India)
Crestech Softwar...,4.0,(56 Reviews),Private,"Noida,Uttar Pradesh + 3 more",18 years old,51-200 Employees (India)
Minilec,3.7,(56 Reviews),Private,"Pune,Maharashtra + 2 more",58 years old,501-1k Employees (India)
Seneca Global IT...,4.4,(56 Reviews),Private,"Oak Brook,Illinois",16 years old,201-500 Employees (India)
Aditya Enterpris...,4.3,(56 Reviews),Mumbai + 18 more,33 years old,51-200 Employees (Global),
Konkan Railway C...,3.9,(56 Reviews),Private,Navi Mumbai + 11 more,52 years old,5k-10k Employees (Global)
Shyam Ferro Allo...,4.0,(56 Reviews),Public,Kolkata + 3 more,28 years old,1k-5k Employees (India)
Shree Balaji Gro...,2.6,(56 Reviews),Private,Ahmedabad + 8 more,18 years old,501-1k Employees (India)
Alice Blue Commo...,3.7,(56 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",17 years old,501-1k Employees (India)
Career Mantra,4.3,(56 Reviews),Gwalior + 4 more,15 years old,51-200 Employees (India),
Ezetap Mobile So...,4.4,(56 Reviews),Private,"Bangalore,Karnataka + 12 more",12 years old,51-200 Employees (India)
Surat Municipal ...,4.1,(56 Reviews),Public,Surat,57 years old,1k-5k Employees (India)
Potomac Technolo...,4.0,(56 Reviews),Indore,51-200 Employees (India),,
Pritam Internati...,3.4,(56 Reviews),Private,New Delhi + 9 more,23 years old,11-50 Employees (India)
Saudi Airlines C...,4.4,(56 Reviews),Jeddah + 10 more,42 years old,,
Deutsche Telekom,4.2,(56 Reviews),Private,Bonn + 1 more,10 years old,10k-50k Employees (Global)
PMC,3.9,(56 Reviews),Private,Mumbai + 22 more,39 years old,10k-50k Employees (Global)
Renu Electronics,3.9,(56 Reviews),Private,Pune,32 years old,51-200 Employees (India)
FortPoint Automo...,2.7,(56 Reviews),Private,Mumbai + 4 more,30 years old,1k-5k Employees (Global)
SunEdison,3.0,(56 Reviews),Private,Chennai + 8 more,64 years old,201-500 Employees (India)
Jabil,3.9,(56 Reviews),Pune + 6 more,1k-5k Employees (India),,
Sikkim Manipal U...,4.1,(56 Reviews),Private,"Gangtok,Sikkim + 11 more",28 years old,201-500 Employees (India)
As Enterprises,3.7,(56 Reviews),Private,New Delhi + 21 more,52 years old,11-50 Employees (Global)
Stemrobo Technol...,4.7,(56 Reviews),Private,Noida,7 years old,201-500 Employees (Global)
Laxmi India Finl...,4.4,(56 Reviews),Private,Kolkata + 21 more,27 years old,51-200 Employees (India)
Bangalore Metro ...,4.1,(56 Reviews),Bengaluru + 2 more,12 years old,201-500 Employees (India),
Bharat Hotels,3.9,(56 Reviews),"Delhi/NCR,New Delhi + 7 more",42 years old,51-200 Employees (India),
Ashtech  INDIA,4.0,(56 Reviews),Private,Mumbai + 9 more,29 years old,51-200 Employees (India)
Wade Adams Contr...,4.0,(56 Reviews),Dubai + 2 more,47 years old,51-200 Employees (India),
Terminal Technol...,4.5,(56 Reviews),Vasai Virar + 4 more,30 years old,201-500 Employees (India),
Reliable Spaces,3.0,(56 Reviews),Private,Navi Mumbai,19 years old,51-200 Employees (India)
Namaste Credit,3.5,(56 Reviews),Private,"Bangalore,Karnataka + 7 more",9 years old,51-200 Employees (India)
Vasant Masala,4.5,(56 Reviews),Private,"Ahmedabad,Gujarat + 12 more",53 years old,51-200 Employees (India)
National Institu...,3.9,(56 Reviews),Private,Ahmedabad + 8 more,16 years old,51-200 Employees (India)
Goyal & Co.,3.9,(56 Reviews),Private,Bengaluru + 8 more,52 years old,201-500 Employees (India)
National Public ...,3.5,(56 Reviews),Private,Bengaluru + 9 more,10 years old,201-500 Employees (Global)
Thinq Pharma Cro,3.9,(56 Reviews),Public,"Mumbai,Maharashtra + 7 more",21 years old,51-200 Employees (India)
Ahlada Engineers,3.9,(56 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 3 more",18 years old,1k-5k Employees (India)
Sun N Sand,3.9,(56 Reviews),Mumbai + 8 more,61 years old,,
Tufropes,3.8,(56 Reviews),Private,"Mumbai,Maharashtra + 7 more",30 years old,1k-5k Employees (India)
Tex Corp.,3.8,(56 Reviews),Public,"Gurgaon/Gurugram,Haryana + 4 more",36 years old,201-500 Employees (India)
Aryan Imaging & ...,3.5,(56 Reviews),Private,"Pune,Maharashtra + 11 more",20 years old,201-500 Employees (India)
Aditya Enterpris...,4.3,(56 Reviews),Mumbai + 18 more,33 years old,51-200 Employees (Global),
Konkan Railway C...,3.9,(56 Reviews),Private,Navi Mumbai + 11 more,52 years old,5k-10k Employees (Global)
Kosan Crisplant,4.2,(56 Reviews),Randers + 11 more,72 years old,11-50 Employees (India),
Sunrise Hospital,4.3,(56 Reviews),Private,"Delhi/NCR,Delhi + 17 more",65 years old,201-500 Employees (Global)
GMC Nagpur,4.1,(56 Reviews),Private,Nagpur + 15 more,76 years old,
WorkStore,3.5,(56 Reviews),Public,"Mumbai,Maharashtra + 5 more",16 years old,501-1k Employees (India)
Sagar Ratna Rest...,3.2,(56 Reviews),Private,New Delhi + 5 more,37 years old,501-1k Employees (India)
HealthAssure,3.7,(56 Reviews),Private,"Mumbai,Maharashtra + 5 more",12 years old,51-200 Employees (India)
DELTA,4.5,(56 Reviews),Public,Goa + 17 more,501-1k Employees (India),
HUCON Solutions,3.9,(56 Reviews),Private,Secunderabad + 1 more,15 years old,51-200 Employees (Global)
Netcon Technolog...,4.3,(56 Reviews),Private,"Coimbatore,Tamil Nadu + 7 more",16 years old,201-500 Employees (India)
D2K Technologies...,4.0,(56 Reviews),Private,"Mumbai,Maharashtra + 2 more",22 years old,51-200 Employees (India)
Input Zero Techn...,4.5,(56 Reviews),"Gurgaon/Gurugram,Haryana + 3 more",13 years old,51-200 Employees (India),
Alice Blue Commo...,3.7,(56 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",17 years old,501-1k Employees (India)
Hero Corporate S...,4.1,(56 Reviews),Private,"Delhi/NCR,New Delhi + 18 more",39 years old,201-500 Employees (India)
Employees State ...,4.0,(56 Reviews),Public,New Delhi + 24 more,71 years old,1-10 Employees (India)
Shyam Ferro Allo...,4.0,(56 Reviews),Public,Kolkata + 3 more,28 years old,1k-5k Employees (India)
Usg Boral Buildi...,4.2,(56 Reviews),Private,Sydney + 9 more,9 years old,1k-5k Employees (Global)
Auriga Research,3.7,(56 Reviews),Gurgaon + 6 more,16 years old,51-200 Employees (India),
Rockland Hospita...,3.3,(56 Reviews),Private,New Delhi + 2 more,19 years old,501-1k Employees (Global)
MG Automotives,3.9,(56 Reviews),Zahirabad + 8 more,43 years old,501-1k Employees (India),
SunSource Energy,3.9,(56 Reviews),Private,"Noida,Uttar Pradesh + 6 more",13 years old,51-200 Employees (India)
Zifo RnD Solutio...,4.4,(56 Reviews),Private,"Chennai,Tamil Nadu",15 years old,201-500 Employees (India)
Lakshmi Ring Tra...,4.0,(56 Reviews),Private,Coimbatore,49 years old,201-500 Employees (India)
Minilec,3.7,(56 Reviews),Private,"Pune,Maharashtra + 2 more",58 years old,501-1k Employees (India)
Amol Pharmaceuti...,4.3,(56 Reviews),Private,North Brunswick + 1 more,27 years old,51-200 Employees (India)
Isys Softech,3.7,(56 Reviews),Private,"Jaipur,Rajasthan",23 years old,201-500 Employees (India)
SunEdison,3.0,(56 Reviews),Private,Chennai + 8 more,64 years old,201-500 Employees (India)
Kankei,4.4,(56 Reviews),Private,"Mumbai,Maharashtra + 2 more",25 years old,501-1k Employees (India)
Srijan Technolog...,4.5,(56 Reviews),Private,"Delhi/NCR,Delhi + 7 more",21 years old,201-500 Employees (India)
Computer Generat...,3.3,(56 Reviews),Private,New York + 2 more,39 years old,201-500 Employees (India)
Tekwissen,4.1,(56 Reviews),Private,Ann Arbor + 2 more,14 years old,201-500 Employees (India)
Morpheus Human C...,4.7,(56 Reviews),Private,"Mumbai,Maharashtra + 5 more",18 years old,11-50 Employees (India)
Pradot Technolog...,4.2,(56 Reviews),Private,"Indianapolis,Indiana + 2 more",24 years old,501-1k Employees (India)
Sikkim Manipal U...,4.1,(56 Reviews),Private,"Gangtok,Sikkim + 11 more",28 years old,201-500 Employees (India)
Hotel The Royal ...,3.4,(56 Reviews),Private,New Delhi + 2 more,54 years old,501-1k Employees (Global)
Brennan IT,3.5,(56 Reviews),Private,"Mumbai,Maharashtra + 1 more",26 years old,201-500 Employees (India)
Government of Ha...,4.0,(56 Reviews),Private,Chandigarh + 18 more,57 years old,10k-50k Employees (India)
