name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Concentrix Corpo...,4.0,(15.6k Reviews),Public,"Fremont,California + 70 more",40 years old,10k-50k Employees (India)
IBM,4.2,(15.8k Reviews),Public,"Armonk,New York + 121 more",112 years old,50k-1 Lakh Employees (India)
Reliance jio,4.0,(15.4k Reviews),Public,"Navi Mumbai,Maharashtra + 1019 more",16 years old,50k-1 Lakh Employees (India)
Larsen & Toubro ...,4.1,(25.1k Reviews),Public,"Mumbai,Maharashtra + 535 more",77 years old,10k-50k Employees (India)
HDB Financial Se...,4.0,(13.9k Reviews),Private,"Ahmedabad,Gujrat + 812 more",16 years old,1 Lakh+ Employees (India)
Vodafone Idea,4.2,(13.5k Reviews),Public,"Gandhinagar,Gujrat + 578 more",5 years old,10k-50k Employees (India)
Teleperformance,3.6,(15.1k Reviews),Private,Paris + 122 more,45 years old,50k-1 Lakh Employees (India)
Reliance Retail,4.1,(17.8k Reviews),Private,"Navi Mumbai,Maharashtra + 739 more",17 years old,1 Lakh+ Employees (India)
Kotak Mahindra B...,3.9,(14k Reviews),Public,"Mumbai,Maharashtra + 481 more",20 years old,10k-50k Employees (India)
Reliance Industr...,4.1,(46.8k Reviews),Public,"Navi Mumbai,Maharashtra + 518 more",50 years old,10k-50k Employees (India)
Deloitte,4.1,(10.8k Reviews),Private,"New York,New York + 132 more",178 years old,10k-50k Employees (India)
Bharti Airtel,4.1,(12.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 540 more",28 years old,10k-50k Employees (India)
BYJU'S,3.4,(14k Reviews),Private,"Bangalore,Karnataka + 264 more",12 years old,1k-5k Employees (India)
Tata Motors,4.1,(12.3k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old,10k-50k Employees (India)
Flipkart,4.2,(12.5k Reviews),Public,"Bangalore,Karnataka + 462 more",16 years old,10k-50k Employees (India)
WNS,3.7,(7.2k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old,10k-50k Employees (India)
IndusInd Bank,3.8,(6.9k Reviews),Public,"Gurgaon/Gurugram,Haryana + 576 more",29 years old,10k-50k Employees (India)
Mahindra & Mahin...,3.9,(40.5k Reviews),Public,"Mumbai,Maharashtra + 427 more",78 years old,1 Lakh+ Employees (India)
Ernst & Young,3.8,(6.7k Reviews),Private,London + 75 more,34 years old,10k-50k Employees (India)
DXC Technology,3.9,(7.2k Reviews),Public,"Minato,Tokyo + 56 more",6 years old,10k-50k Employees (India)
Infosys BPM,3.9,(6k Reviews),"Bangalore/Bengaluru,Karnataka + 49 more",21 years old,10k-50k Employees (India),
Maruti Suzuki,4.2,(6k Reviews),Public,"New Delhi,Delhi + 380 more",40 years old,10k-50k Employees (India)
Hinduja Global S...,4.0,(6.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 77 more",23 years old,10k-50k Employees (India)
IDFC FIRST Bank,4.0,(5.6k Reviews),Public,"Mumbai,Maharashtra + 437 more",5 years old,10k-50k Employees (India)
Bajaj Finserv,4.0,(5.5k Reviews),Public,"Pune,Maharashtra + 704 more",16 years old,10k-50k Employees (India)
HSBC,4.1,(5.9k Reviews),Private,"Pune,Maharashtra + 53 more",21 years old,1k-5k Employees (India)
Ericsson,4.3,(5.6k Reviews),Private,"Stockholm,Stockholm County + 132 more",147 years old,10k-50k Employees (India)
Conneqt Business...,3.7,(5.3k Reviews),Private,"Mumbai,Maharashtra + 166 more",21 years old,10k-50k Employees (India)
Mphasis,3.7,(5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 38 more",25 years old,10k-50k Employees (India)
Startek,3.3,(4.9k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
Dr. Reddy's,4.2,(5k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 135 more",37 years old,10k-50k Employees (India)
Sutherland Globa...,3.8,(5.2k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
Cipla Pharmaceut...,4.1,(4.9k Reviews),Public,"Mumbai,Maharashtra + 190 more",88 years old,10k-50k Employees (India)
Udaan,4.0,(4.8k Reviews),Private,"Bangalore,Karnataka + 326 more",7 years old,1k-5k Employees (India)
Yes Bank,4.0,(4.7k Reviews),Public,"Mumbai,Maharashtra + 375 more",19 years old,10k-50k Employees (India)
Asian Paints,4.2,(4.9k Reviews),Public,"Mumbai,Maharashtra + 351 more",81 years old,10k-50k Employees (India)
HDFC Life,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 429 more",1 years old,10k-50k Employees (India)
Jana Small Finan...,3.9,(4.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 317 more",17 years old,10k-50k Employees (India)
NTT DATA,4.0,(4.7k Reviews),Private,"Chiyoda City,Tokyo + 42 more",35 years old,10k-50k Employees (India)
ICICI Prudential...,4.1,(4.5k Reviews),Public,"Mumbai,Maharashtra + 405 more",23 years old,10k-50k Employees (India)
iEnergizer,4.2,(4.4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
PwC,3.8,(4.4k Reviews),Partnership,London + 66 more,25 years old,10k-50k Employees (India)
Lupin,4.1,(4.5k Reviews),Public,"Mumbai,Maharashtra + 135 more",55 years old,10k-50k Employees (India)
HCL Group,3.8,(25.3k Reviews),Chennai + 70 more,47 years old,50k-1 Lakh Employees (India),
EXL Service,3.9,(5.5k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
L&T Infotech,3.9,(4.2k Reviews),Public,"Mumbai,Maharashtra + 67 more",27 years old,10k-50k Employees (India)
Indian Army,4.7,(4.2k Reviews),Public,"New Delhi,Delhi + 271 more",128 years old,1 Lakh+ Employees (India)
UltraTech Cement,4.2,(4.8k Reviews),Public,"Mumbai,Maharashtra + 354 more",40 years old,10k-50k Employees (India)
Bajaj Finance,4.1,(4.6k Reviews),Private,"Pune,Maharashtra + 643 more",36 years old,10k-50k Employees (India)
KPMG,3.8,(4.2k Reviews),Partnership,Bengaluru/Bangalore + 63 more,36 years old,10k-50k Employees (India)
Paytm,3.7,(4.6k Reviews),Public,Noida + 244 more,13 years old,10k-50k Employees (India)
Mindtree,4.1,(3.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 26 more",24 years old,10k-50k Employees (India)
Home Credit Fina...,4.2,(3.9k Reviews),Private,Gurugram + 101 more,11 years old,5k-10k Employees (India)
Hindustan Unilev...,4.3,(4.6k Reviews),Public,"Mumbai,Maharashtra + 368 more",90 years old,10k-50k Employees (India)
ITC,3.9,(7.4k Reviews),Public,"Kolkata,West Bengal + 247 more",48 years old,5k-10k Employees (India)
Ujjivan Small Fi...,4.1,(3.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 382 more",6 years old,10k-50k Employees (India)
Bandhan Bank,3.9,(3.9k Reviews),Public,"Kolkata,West Bengal + 582 more",22 years old,50k-1 Lakh Employees (India)
IIFL,3.9,(3.8k Reviews),Public,"Mumbai,Maharashtra + 520 more",28 years old,1k-5k Employees (India)
JP Morgan Chase,4.2,(3.7k Reviews),Private,"New York,New York + 21 more",23 years old,10k-50k Employees (India)
Wells Fargo Indi...,4.2,(3.7k Reviews),Public,"San Francisco,California + 12 more",171 years old,10k-50k Employees (India)
Delhivery,4.1,(4.1k Reviews),Private,"Delhi,NCT + 489 more",12 years old,10k-50k Employees (India)
OPPO,4.0,(3.9k Reviews),Public,"Dongguan,Guangdong + 334 more",19 years old,10k-50k Employees (India)
Zydus Cadila,4.2,(4.8k Reviews),Public,"Ahmedabad, India + 119 more",71 years old,10k-50k Employees (India)
Shriram Transpor...,4.2,(3.9k Reviews),Public,"Mumbai,Maharashtra + 703 more",44 years old,10k-50k Employees (India)
Sun Pharmaceutic...,4.2,(4.1k Reviews),Public,Mumbai + 160 more,40 years old,10k-50k Employees (India)
Shapoorji Pallon...,4.3,(6.8k Reviews),Private,"Mumbai,Maharashtra + 139 more",158 years old,5k-10k Employees (India)
Aurobindo Pharma,4.0,(3.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 51 more",37 years old,10k-50k Employees (India)
Vivo,4.1,(3.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 333 more",14 years old,5k-10k Employees (India)
Ashok Leyland,4.1,(3.6k Reviews),Public,"Chennai,Tamil Nadu + 189 more",75 years old,10k-50k Employees (India)
AU Small Finance...,4.0,(4.5k Reviews),Private,"Jaipur,Rajasthan + 308 more",27 years old,10k-50k Employees (India)
Mahindra & Mahin...,4.3,(5k Reviews),Public,"Mumbai,Maharashtra + 574 more",32 years old,10k-50k Employees (India)
Siemens,4.2,(5k Reviews),Public,"Munich,Bavaria + 101 more",176 years old,5k-10k Employees (India)
TATA Steel,4.1,(5k Reviews),Public,"Mumbai,Maharashtra + 124 more",116 years old,10k-50k Employees (India)
Hexaware Technol...,3.7,(3.4k Reviews),Public,"Mumbai,Maharashtra + 31 more",33 years old,10k-50k Employees (India)
Apollo Hospitals,4.1,(5.5k Reviews),Public,"San Francisco,California + 162 more",40 years old,50k-1 Lakh Employees (India)
Max Life Insuran...,4.2,(3.3k Reviews),JV,"Gurgaon/Gurugram,Haryana + 312 more",23 years old,10k-50k Employees (India)
Hewlett-Packard ...,4.3,(3.6k Reviews),Private,"Houston,Texas + 85 more",8 years old,5k-10k Employees (India)
eClerx,3.6,(3.2k Reviews),Public,"Mumbai,Maharashtra + 14 more",23 years old,10k-50k Employees (India)
First Source,3.9,(3.2k Reviews),Public,"Mumbai,Maharashtra + 46 more",22 years old,10k-50k Employees (India)
Nokia,4.2,(4.6k Reviews),Private,"Espoo,Southern Finland + 169 more",158 years old,10k-50k Employees (India)
Quess,3.9,(9.6k Reviews),Public,Bangalore + 378 more,16 years old,1k-5k Employees (India)
JSW Steel,3.9,(3.5k Reviews),Public,"Mumbai,Maharashtra + 99 more",41 years old,10k-50k Employees (India)
Oracle,3.9,(4.1k Reviews),Public,"Austin,Texas + 34 more",46 years old,50k-1 Lakh Employees (India)
Tata Projects,4.2,(3.2k Reviews),Public,"Mumbai,Maharashtra + 207 more",44 years old,10k-50k Employees (India)
JLL,4.3,(3.2k Reviews),Private,"Mumbai,Maharashtra + 59 more",26 years old,5k-10k Employees (India)
Hero MotoCorp,4.2,(3.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 272 more",39 years old,5k-10k Employees (India)
Reliance Communi...,4.0,(3.8k Reviews),Public,"Navi Mumbai,Maharashtra + 376 more",21 years old,10k-50k Employees (India)
TVS Motor,4.1,(4.6k Reviews),Public,"Chennai,Tamil Nadu + 246 more",44 years old,10k-50k Employees (India)
JustDial,3.6,(3.1k Reviews),Public,"Mumbai,Maharashtra + 136 more",27 years old,10k-50k Employees (India)
Intelenet Global...,3.7,(3.1k Reviews),Private,"Mumbai,Maharashtra + 55 more",23 years old,10k-50k Employees (India)
Future Group,4.2,(9.8k Reviews),Private,"Mumbai,Maharashtra + 199 more",10 years old,50k-1 Lakh Employees (India)
Fidelity Nationa...,4.1,(3.2k Reviews),Private,"Jacksonville,Florida + 30 more",55 years old,5k-10k Employees (India)
Cyient,3.7,(3k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 25 more",32 years old,10k-50k Employees (India)
Bajaj Allianz Li...,4.1,(3k Reviews),Private,Pune + 425 more,22 years old,10k-50k Employees (India)
Hyundai Motor,4.2,(4.1k Reviews),Private,Seoul + 232 more,56 years old,10k-50k Employees (India)
Oyo Rooms,3.5,(3.1k Reviews),Private,"Gurgaon,Haryana + 107 more",10 years old,1k-5k Employees (India)
Bosch,4.2,(6.5k Reviews),Public,"Gerlingen,Baden-Wuerttemberg + 84 more",137 years old,5k-10k Employees (India)
Megha Engineerin...,4.1,(2.9k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 215 more",34 years old,1k-5k Employees (India)
Wipro BPS,3.8,(2.8k Reviews),Bengaluru + 34 more,23 years old,1 Lakh+ Employees (India),
Omega Healthcare,3.8,(2.8k Reviews),Private,Florida + 30 more,19 years old,5k-10k Employees (India)
L&T Construction,4.2,(3.7k Reviews),Public,Chennai + 272 more,79 years old,10k-50k Employees (India)
D Mart,3.9,(2.8k Reviews),Private,"Mumbai,Maharashtra + 170 more",23 years old,10k-50k Employees (India)
Atos Syntel,3.7,(4.5k Reviews),Private,"Troy,Michigan + 14 more",43 years old,10k-50k Employees (India)
Manappuram Finan...,4.0,(3.4k Reviews),Public,"Thrissur/Trichur,Kerala + 412 more",74 years old,10k-50k Employees (India)
SBI Cards & Paym...,3.8,(2.7k Reviews),Government,"Gurgaon/Gurugram,Haryana + 258 more",25 years old,1k-5k Employees (India)
BNY Mellon,4.2,(2.7k Reviews),Private,"New York City,New York + 11 more",19 years old,5k-10k Employees (India)
Cummins,4.3,(3.3k Reviews),"Columbus,Indiana + 87 more",61 years old,10k-50k Employees (India),
Samsung,4.0,(7.6k Reviews),Public,Seoul + 359 more,85 years old,10k-50k Employees (India)
Fullerton India,4.1,(2.6k Reviews),Private,Mumbai + 410 more,16 years old,10k-50k Employees (India)
BigBasket,4.1,(2.7k Reviews),Private,"Bangalore,Karnataka + 85 more",12 years old,10k-50k Employees (India)
Nagarro,4.5,(2.7k Reviews),Private,"Munich,Bavaria + 32 more",27 years old,10k-50k Employees (India)
Amdocs,4.1,(2.6k Reviews),Private,"Chesterfield,Missouri + 11 more",41 years old,10k-50k Employees (India)
Indiamart Interm...,3.7,(2.6k Reviews),Private,"Noida,Uttar Pradesh + 112 more",27 years old,10k-50k Employees (India)
Viatris,4.3,(2.5k Reviews),"Canonsburg,Pennsylvania + 63 more",62 years old,10k-50k Employees (India),
CBRE,4.3,(2.5k Reviews),Private,"Los Angeles,California + 54 more",117 years old,5k-10k Employees (India)
Bosch Global Sof...,4.2,(2.5k Reviews),Private,Gerlingen + 21 more,33 years old,10k-50k Employees (India)
IQVIA,4.2,(2.6k Reviews),Partnership,Durham + 35 more,41 years old,10k-50k Employees (India)
Ecom Express,4.2,(2.5k Reviews),Private,"Gurgaon,Haryana + 517 more",11 years old,10k-50k Employees (India)
UST,4.0,(2.6k Reviews),Private,"Aliso Viejo,California + 30 more",22 years old,10k-50k Employees (India)
Godrej & Boyce M...,3.9,(5.2k Reviews),Private,"Mumbai,Maharashtra + 115 more",126 years old,10k-50k Employees (India)
JBM Group,4.0,(3.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 72 more",40 years old,10k-50k Employees (India)
State Bank of In...,3.9,(5.1k Reviews),"Mumbai,Maharashtra + 383 more",217 years old,1 Lakh+ Employees (India),
ICICI Lombard Ge...,3.8,(2.5k Reviews),Public,"Mumbai,Maharashtra + 207 more",22 years old,5k-10k Employees (India)
Schneider Electr...,4.2,(4k Reviews),Private,Paris + 89 more,24 years old,10k-50k Employees (India)
Equitas Small Fi...,4.2,(2.5k Reviews),Private,"Chennai,Tamil Nadu + 302 more",16 years old,10k-50k Employees (India)
Dell,4.2,(3.8k Reviews),Private,"Round Rock,Texas + 81 more",39 years old,10k-50k Employees (India)
Royal Enfield,4.2,(2.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 254 more",122 years old,1k-5k Employees (India)
Ford Motor,4.5,(3k Reviews),Public,"Dearborn,Michigan + 104 more",120 years old,5k-10k Employees (India)
Muthoot Finance,3.6,(2.4k Reviews),Public,"Kochi/Cochin,Kerala + 451 more",84 years old,10k-50k Employees (India)
Nagarjuna Constr...,4.1,(2.5k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 187 more",25 years old,1k-5k Employees (India)
Bajaj Auto,4.0,(2.4k Reviews),Public,"Pune,Maharashtra + 209 more",78 years old,201-500 Employees (India)
Whitehat jr,3.7,(2.4k Reviews),Private,"Mumbai,Maharashtra + 46 more",5 years old,5k-10k Employees (India)
Tata Communicati...,4.1,(3.2k Reviews),Public,"Mumbai,Maharashtra + 83 more",37 years old,5k-10k Employees (India)
GlobalLogic,4.0,(2.4k Reviews),Private,"San Jose,California + 24 more",23 years old,1k-5k Employees (India)
Muthoot Fincorp,4.0,(2.4k Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 452 more",136 years old,10k-50k Employees (India)
Cholamandalam In...,4.2,(2.4k Reviews),Private,"Chennai,Tamil Nadu + 510 more",45 years old,5k-10k Employees (India)
Aditya Birla Fas...,4.2,(3.1k Reviews),Private,Mumbai + 200 more,8 years old,10k-50k Employees (India)
UnitedHealth,4.2,(4.6k Reviews),Private,"Minnetonka,Minnesota + 12 more",46 years old,10k-50k Employees (India)
Capgemini Techno...,4.1,(2.4k Reviews),Bengaluru/Bangalore + 25 more,,,
John Deere,4.3,(2.6k Reviews),Private,"Moline,Illinois + 100 more",22 years old,1k-5k Employees (India)
Virtusa Consulti...,3.8,(2.4k Reviews),Private,"Southborough,Massachusetts + 23 more",27 years old,10k-50k Employees (India)
SBI Life Insuran...,3.9,(2.3k Reviews),Government,"Mumbai,Maharashtra + 442 more",22 years old,10k-50k Employees (India)
L&T Financial Se...,4.0,(2.3k Reviews),Public,"Mumbai,Maharashtra + 406 more",29 years old,10k-50k Employees (India)
KEC Internationa...,4.1,(2.3k Reviews),Public,"Mumbai,Maharashtra + 213 more",78 years old,5k-10k Employees (India)
Dominos Pizza,4.1,(2.3k Reviews),Public,"Ypsilanti,Michigan + 210 more",63 years old,1k-5k Employees (India)
Swiggy,4.0,(2.5k Reviews),Private,"Bangalore,Karnataka + 144 more",9 years old,10k-50k Employees (India)
Wipro Consumer ...,3.9,(3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 76 more",78 years old,1k-5k Employees (India)
LG Electronics,4.0,(2.3k Reviews),Public,"Seoul,Seoul + 186 more",65 years old,10k-50k Employees (India)
Hetero Drugs,3.9,(2.6k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 32 more",30 years old,1k-5k Employees (India)
Motherson Sumi S...,3.9,(3.7k Reviews),Public,"Noida,Uttar Pradesh + 63 more",37 years old,5k-10k Employees (India)
Axis Direct,4.0,(2.3k Reviews),Private,"San Mateo,California + 261 more",12 years old,1k-5k Employees (India)
Thermax,4.2,(2.5k Reviews),Public,"Pune,Maharashtra + 136 more",43 years old,1k-5k Employees (India)
Sodexo,4.1,(2.3k Reviews),Private,Issy Les Moulineaux + 114 more,15 years old,201-500 Employees (India)
Optum,4.1,(2.2k Reviews),Private,Minnesota + 20 more,46 years old,10k-50k Employees (India)
Wipro Infotech,4.0,(2.2k Reviews),Private,Bangalore + 113 more,78 years old,1 Lakh+ Employees (Global)
Abbott Healthcar...,4.1,(4.3k Reviews),Public,"Illinois City,Illinois + 152 more",32 years old,10k-50k Employees (India)
Intas Pharmaceut...,4.3,(2.2k Reviews),Private,"Ahmedabad,Gujrat + 102 more",23 years old,10k-50k Employees (India)
Macleods Pharmac...,3.9,(2.2k Reviews),Public,"Mumbai,Maharashtra + 76 more",37 years old,5k-10k Employees (India)
Subros,4.0,(2.2k Reviews),Public,"Noida,Uttar Pradesh + 35 more",38 years old,1k-5k Employees (India)
Ekart Logistics,4.2,(2.2k Reviews),Private,"San Francisco,California + 437 more",14 years old,5k-10k Employees (India)
Varun Beverages,4.0,(2.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 208 more",28 years old,10k-50k Employees (India)
Automatic Data P...,4.2,(2.1k Reviews),New Jersey + 13 more,74 years old,5k-10k Employees (India),
Piramal Capital ...,4.3,(2.1k Reviews),Mumbai + 251 more,3 years old,5k-10k Employees (India),
VE Commercial Ve...,4.0,(2.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 106 more",15 years old,1k-5k Employees (India)
L&T Technology S...,3.4,(2.1k Reviews),Public,"Vadodara/Baroda,Gujarat + 25 more",11 years old,10k-50k Employees (India)
Hindustan Coca C...,4.4,(2.1k Reviews),Private,Bangalore + 175 more,26 years old,5k-10k Employees (India)
Bharat Electroni...,4.2,(2.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 33 more",69 years old,5k-10k Employees (India)
Randstad,4.1,(2.1k Reviews),Private,"Chennai,Tamil Nadu + 206 more",31 years old,1k-5k Employees (India)
Pidilite Industr...,4.3,(2.2k Reviews),Public,"Mumbai,Maharashtra + 191 more",64 years old,5k-10k Employees (India)
Alembic Pharmace...,4.1,(2k Reviews),Public,"Vadodara/Baroda,Gujrat + 115 more",116 years old,10k-50k Employees (India)
Indian Air Force,4.6,(2k Reviews),Private,"New Delhi,Delhi + 100 more",91 years old,1 Lakh+ Employees (India)
CARS24,3.7,(2.1k Reviews),Private,"Gurgaon,Haryana + 131 more",8 years old,5k-10k Employees (India)
Alkem Laboratori...,4.0,(2k Reviews),Public,"Mumbai,Maharashtra + 124 more",50 years old,10k-50k Employees (India)
Havells,4.2,(2.2k Reviews),Public,"Noida,Uttar Pradesh + 138 more",40 years old,5k-10k Employees (India)
Cgi Group,4.1,(2.1k Reviews),Private,"Montreal,Quebec + 13 more",47 years old,10k-50k Employees (India)
Glenmark Pharmac...,4.1,(2k Reviews),Public,"Mumbai,Maharashtra + 118 more",46 years old,501-1k Employees (India)
American Express,4.4,(2k Reviews),Private,"New York City,New York + 35 more",173 years old,10k-50k Employees (India)
CMS IT Services,3.1,(2k Reviews),Private,"Bangalore,Karnataka + 123 more",9 years old,5k-10k Employees (India)
NatWest Group,4.1,(2.2k Reviews),Government,Gurgaon/Gurugram + 20 more,10k-50k Employees (India),
Gati kwe,4.1,(2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 148 more",11 years old,1k-5k Employees (India)
Deutsche Bank,4.2,(2.2k Reviews),Private,Frankfurt + 29 more,153 years old,1k-5k Employees (India)
Atos,3.8,(7.2k Reviews),Private,"Vilnius,Vilniaus Apskritis + 30 more",26 years old,201-500 Employees (India)
Ipca Laboratorie...,4.0,(2k Reviews),Public,"Mumbai,Maharashtra + 97 more",74 years old,10k-50k Employees (India)
Honda Motorcycle...,4.2,(2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 174 more",24 years old,1k-5k Employees (India)
ABB Group,4.1,(2k Reviews),Public,Zurich + 82 more,22 years old,10k-50k Employees (India)
DCB Bank,3.9,(2k Reviews),Private,"Mumbai,Maharashtra + 257 more",93 years old,5k-10k Employees (India)
